,BlockCode,MaxAdDown,tract
145080,90034662012015,15.0,9003466201
145081,90034662012016,15.0,9003466201
145013,90034662012021,18.0,9003466201
145088,90034662012025,15.0,9003466201
145089,90034662012027,15.0,9003466201
145031,90034662012028,15.0,9003466201
145032,90034662012029,15.0,9003466201
145428,90034662021003,15.0,9003466202
145435,90034662021010,15.0,9003466202
145438,90034662021013,15.0,9003466202
145333,90034662021025,15.0,9003466202
145451,90034662021026,15.0,9003466202
145452,90034662021027,15.0,9003466202
145335,90034662021029,15.0,9003466202
145458,90034662021033,15.0,9003466202
145462,90034662021037,15.0,9003466202
145340,90034662021040,0.0,9003466202
145341,90034662021041,15.0,9003466202
145470,90034662021046,15.0,9003466202
145472,90034662021048,15.0,9003466202
145474,90034662021050,15.0,9003466202
145475,90034662021051,15.0,9003466202
145477,90034662022001,15.0,9003466202
145479,90034662022003,15.0,9003466202
145480,90034662022004,15.0,9003466202
145483,90034662022007,15.0,9003466202
145486,90034662022011,15.0,9003466202
145490,90034662022015,15.0,9003466202
145492,90034662022017,15.0,9003466202
145494,90034662022019,15.0,9003466202
145513,90034662023002,15.0,9003466202
145517,90034662023006,15.0,9003466202
145529,90034662023018,15.0,9003466202
145530,90034662023019,15.0,9003466202
146105,90034663001004,15.0,9003466300
145972,90034663001005,15.0,9003466300
146107,90034663001006,15.0,9003466300
145973,90034663001007,15.0,9003466300
145975,90034663001011,15.0,9003466300
146113,90034663001012,15.0,9003466300
146116,90034663001015,15.0,9003466300
146118,90034663001017,15.0,9003466300
146119,90034663001018,15.0,9003466300
145978,90034663001021,15.0,9003466300
145979,90034663001022,15.0,9003466300
146124,90034663001023,15.0,9003466300
145980,90034663001025,15.0,9003466300
145981,90034663001026,15.0,9003466300
145982,90034663001027,15.0,9003466300
145984,90034663001029,0.0,9003466300
145985,90034663001030,0.0,9003466300
145986,90034663001031,15.0,9003466300
145987,90034663002000,0.0,9003466300
145991,90034663002004,15.0,9003466300
145996,90034663002009,15.0,9003466300
146140,90034663002010,15.0,9003466300
145998,90034663002014,15.0,9003466300
146001,90034663002017,15.0,9003466300
145905,90034663002023,18.0,9003466300
146157,90034663003003,15.0,9003466300
146167,90034663004005,15.0,9003466300
146014,90034663004009,15.0,9003466300
146187,90034663005008,15.0,9003466300
146537,90034664001001,0.0,9003466400
146596,90034664001003,15.0,9003466400
146540,90034664001012,15.0,9003466400
146541,90034664001013,15.0,9003466400
146545,90034664001018,0.0,9003466400
146546,90034664001020,0.0,9003466400
146548,90034664001022,15.0,9003466400
146549,90034664001023,15.0,9003466400
146550,90034664001024,15.0,9003466400
146616,90034664001026,15.0,9003466400
146552,90034664001027,15.0,9003466400
146553,90034664001028,0.0,9003466400
146554,90034664001029,0.0,9003466400
146555,90034664001030,15.0,9003466400
146619,90034664001031,15.0,9003466400
146556,90034664001034,15.0,9003466400
146557,90034664001035,15.0,9003466400
146623,90034664001037,15.0,9003466400
146559,90034664001038,15.0,9003466400
146633,90034664002010,15.0,9003466400
146638,90034664002015,15.0,9003466400
147157,90034681011025,15.0,9003468101
147167,90034681012004,15.0,9003468101
147173,90034681012010,15.0,9003468101
147187,90034681012024,15.0,9003468101
147110,90034681012030,15.0,9003468101
147201,90034681013006,15.0,9003468101
147208,90034681013013,15.0,9003468101
147223,90034681013028,15.0,9003468101
147067,90034681013029,15.0,9003468101
147229,90034681013034,15.0,9003468101
147242,90034681014009,15.0,9003468101
146951,90034681014011,18.0,9003468101
147247,90034681014014,15.0,9003468101
147249,90034681014016,15.0,9003468101
147250,90034681014017,15.0,9003468101
147252,90034681014019,15.0,9003468101
147254,90034681014021,15.0,9003468101
147255,90034681014022,15.0,9003468101
147259,90034681015001,15.0,9003468101
147894,90034681021001,15.0,9003468102
147911,90034681021018,15.0,9003468102
147918,90034681021025,15.0,9003468102
147926,90034681022002,15.0,9003468102
147869,90034681022006,15.0,9003468102
147877,90034681023003,15.0,9003468102
147880,90034681023008,15.0,9003468102
147949,90034681023010,15.0,9003468102
147952,90034681023013,15.0,9003468102
147954,90034681023015,15.0,9003468102
147888,90034681023022,0.0,9003468102
147846,90034681023024,15.0,9003468102
148422,90034701001002,15.0,9003470100
148174,90034701001004,15.0,9003470100
148425,90034701001005,15.0,9003470100
148426,90034701001006,15.0,9003470100
148427,90034701001007,15.0,9003470100
148428,90034701001008,15.0,9003470100
148360,90034701001010,15.0,9003470100
148361,90034701001011,15.0,9003470100
148433,90034701001013,15.0,9003470100
148435,90034701001015,15.0,9003470100
148441,90034701001021,15.0,9003470100
148366,90034701001022,15.0,9003470100
148375,90034701001035,15.0,9003470100
148376,90034701001037,15.0,9003470100
148295,90034701001038,15.0,9003470100
148378,90034701001039,15.0,9003470100
148463,90034701002003,15.0,9003470100
148471,90034701002011,15.0,9003470100
148473,90034701002013,15.0,9003470100
148475,90034701002015,15.0,9003470100
148478,90034701002018,15.0,9003470100
148312,90034701002021,15.0,9003470100
148386,90034701002022,15.0,9003470100
148388,90034701002024,15.0,9003470100
148389,90034701002025,15.0,9003470100
148489,90034701002031,15.0,9003470100
148214,90034701002036,15.0,9003470100
148215,90034701002037,15.0,9003470100
148412,90034701002038,15.0,9003470100
148496,90034701002041,15.0,9003470100
148498,90034701003001,15.0,9003470100
148518,90034701004005,15.0,9003470100
148399,90034701004012,15.0,9003470100
148401,90034701004014,15.0,9003470100
148531,90034701004018,15.0,9003470100
148534,90034701004021,15.0,9003470100
148265,90034701004028,15.0,9003470100
148541,90034701004030,15.0,9003470100
148542,90034701004031,15.0,9003470100
148409,90034701004034,15.0,9003470100
148410,90034701004035,15.0,9003470100
148547,90034701004036,15.0,9003470100
148548,90034701004037,15.0,9003470100
148549,90034701004038,15.0,9003470100
148550,90034701004039,15.0,9003470100
148551,90034701004040,15.0,9003470100
148552,90034701004041,15.0,9003470100
148554,90034701004045,15.0,9003470100
149168,90034711001016,15.0,9003471100
149187,90034711003000,15.0,9003471100
149188,90034711003001,15.0,9003471100
149189,90034711003002,15.0,9003471100
149190,90034711003003,15.0,9003471100
149192,90034711003005,15.0,9003471100
149193,90034711003006,15.0,9003471100
149194,90034711003007,15.0,9003471100
149195,90034711003008,15.0,9003471100
149196,90034711003009,15.0,9003471100
149197,90034711003010,15.0,9003471100
149198,90034711003011,15.0,9003471100
149199,90034711003012,15.0,9003471100
149200,90034711003013,15.0,9003471100
149201,90034711003014,15.0,9003471100
149202,90034711003015,15.0,9003471100
149203,90034711003016,15.0,9003471100
149081,90034711003018,15.0,9003471100
149206,90034711003019,15.0,9003471100
149207,90034711003020,15.0,9003471100
149208,90034711003021,15.0,9003471100
149211,90034711003024,15.0,9003471100
149217,90034711003030,15.0,9003471100
149233,90034711003046,15.0,9003471100
149566,90034712001005,15.0,9003471200
149572,90034712001018,15.0,9003471200
149574,90034712001024,15.0,9003471200
149559,90034712001025,15.0,9003471200
149688,90034712002002,15.0,9003471200
149621,90034712002009,15.0,9003471200
149533,90034712002011,18.0,9003471200
149585,90034712002015,15.0,9003471200
149586,90034712002016,15.0,9003471200
149710,90034712002024,15.0,9003471200
149714,90034712002028,15.0,9003471200
18351,90034713001001,15.0,9003471300
18536,90034713001002,15.0,9003471300
18352,90034713001004,15.0,9003471300
18539,90034713001005,15.0,9003471300
18541,90034713001007,15.0,9003471300
18543,90034713001009,15.0,9003471300
18357,90034713001012,15.0,9003471300
18548,90034713001014,15.0,9003471300
18556,90034713001022,15.0,9003471300
18560,90034713002003,15.0,9003471300
18263,90034713002004,18.0,9003471300
18264,90034713002005,18.0,9003471300
18371,90034713002006,15.0,9003471300
18374,90034713002009,15.0,9003471300
18376,90034713002011,15.0,9003471300
18385,90034713002023,15.0,9003471300
18581,90034713002024,15.0,9003471300
18587,90034713003003,15.0,9003471300
18590,90034713003006,15.0,9003471300
18592,90034713003008,15.0,9003471300
18595,90034713003011,15.0,9003471300
18597,90034713003013,15.0,9003471300
18599,90034713003015,15.0,9003471300
18602,90034713003018,15.0,9003471300
18394,90034713003019,15.0,9003471300
18395,90034713003020,15.0,9003471300
18605,90034713003021,15.0,9003471300
18396,90034713003022,15.0,9003471300
18399,90034713003025,15.0,9003471300
18610,90034713003026,15.0,9003471300
18611,90034713003027,15.0,9003471300
18401,90034713003030,15.0,9003471300
18402,90034713003031,15.0,9003471300
18403,90034713003032,15.0,9003471300
18404,90034713003033,15.0,9003471300
18424,90034713004010,15.0,9003471300
18342,90034713004011,18.0,9003471300
18343,90034713004012,18.0,9003471300
18430,90034713004016,15.0,9003471300
150122,90034714001004,15.0,9003471400
150126,90034714001008,15.0,9003471400
150128,90034714001010,15.0,9003471400
150131,90034714001013,15.0,9003471400
150133,90034714001015,15.0,9003471400
150134,90034714001016,15.0,9003471400
150135,90034714001017,15.0,9003471400
150137,90034714001019,15.0,9003471400
150147,90034714002000,15.0,9003471400
150006,90034714002002,15.0,9003471400
149980,90034714002004,15.0,9003471400
149923,90034714002005,15.0,9003471400
150153,90034714002006,15.0,9003471400
150154,90034714002008,15.0,9003471400
150155,90034714002009,15.0,9003471400
150156,90034714002010,15.0,9003471400
150158,90034714002012,15.0,9003471400
150159,90034714002014,15.0,9003471400
150162,90034714002017,15.0,9003471400
150163,90034714002018,15.0,9003471400
150164,90034714002019,15.0,9003471400
150166,90034714002021,15.0,9003471400
150168,90034714002023,15.0,9003471400
150170,90034714002025,15.0,9003471400
149986,90034714002026,15.0,9003471400
149987,90034714002027,15.0,9003471400
149988,90034714002028,15.0,9003471400
149989,90034714002029,15.0,9003471400
150177,90034714002032,15.0,9003471400
150178,90034714002033,15.0,9003471400
150179,90034714002034,15.0,9003471400
150180,90034714002035,15.0,9003471400
150181,90034714002036,15.0,9003471400
150184,90034714002039,15.0,9003471400
149990,90034714002041,15.0,9003471400
150014,90034714002042,15.0,9003471400
150190,90034714003002,15.0,9003471400
150192,90034714003004,15.0,9003471400
150193,90034714003006,15.0,9003471400
150018,90034714003007,15.0,9003471400
150020,90034714003009,15.0,9003471400
150022,90034714003011,15.0,9003471400
150024,90034714003013,15.0,9003471400
150201,90034714003014,15.0,9003471400
150025,90034714003015,15.0,9003471400
150216,90034714003029,15.0,9003471400
150033,90034714003030,15.0,9003471400
150034,90034714003031,15.0,9003471400
150036,90034714003033,15.0,9003471400
150222,90034714003035,15.0,9003471400
150226,90034714003039,15.0,9003471400
150227,90034714003040,15.0,9003471400
150228,90034714003041,15.0,9003471400
150229,90034714003042,15.0,9003471400
150230,90034714003043,15.0,9003471400
150037,90034714003044,15.0,9003471400
150232,90034714003045,15.0,9003471400
150038,90034714003046,15.0,9003471400
150039,90034714003047,0.0,9003471400
150040,90034714003048,15.0,9003471400
150235,90034714003049,15.0,9003471400
150041,90034714003050,15.0,9003471400
150042,90034714003051,0.0,9003471400
150237,90034714003052,15.0,9003471400
150043,90034714003053,15.0,9003471400
150239,90034714003054,15.0,9003471400
150045,90034714003056,15.0,9003471400
150046,90034714003057,15.0,9003471400
150047,90034714003058,0.0,9003471400
150048,90034714003059,15.0,9003471400
150052,90034714003063,15.0,9003471400
19039,90034715001000,15.0,9003471500
18979,90034715001006,18.0,9003471500
18981,90034715001007,15.0,9003471500
19041,90034715001008,15.0,9003471500
18985,90034715001010,15.0,9003471500
19163,90034715002001,15.0,9003471500
19053,90034715002002,0.0,9003471500
19054,90034715002004,15.0,9003471500
19055,90034715002005,15.0,9003471500
19167,90034715002006,15.0,9003471500
19057,90034715002008,15.0,9003471500
19059,90034715002010,15.0,9003471500
19024,90034715002011,15.0,9003471500
19025,90034715002012,15.0,9003471500
19029,90034715002019,15.0,9003471500
19009,90034715002023,15.0,9003471500
19070,90034715002024,15.0,9003471500
19071,90034715002025,15.0,9003471500
19032,90034715002028,15.0,9003471500
19034,90034715002031,15.0,9003471500
19196,90034715002035,15.0,9003471500
19199,90034715002038,15.0,9003471500
150761,90034731001000,15.0,9003473100
150857,90034731001005,15.0,9003473100
150858,90034731001006,15.0,9003473100
150864,90034731001012,15.0,9003473100
150866,90034731002001,15.0,9003473100
150868,90034731002003,15.0,9003473100
150873,90034731002008,15.0,9003473100
150874,90034731002009,15.0,9003473100
150882,90034731002017,15.0,9003473100
150883,90034731002018,15.0,9003473100
150673,90034731002019,18.0,9003473100
150886,90034731002021,15.0,9003473100
150887,90034731002022,15.0,9003473100
150888,90034731002023,15.0,9003473100
150889,90034731002024,15.0,9003473100
150892,90034731002027,15.0,9003473100
150896,90034731002031,15.0,9003473100
150897,90034731002032,15.0,9003473100
150898,90034731002033,15.0,9003473100
150902,90034731003001,15.0,9003473100
150908,90034731003007,15.0,9003473100
150910,90034731004001,15.0,9003473100
150751,90034731004006,15.0,9003473100
150752,90034731004007,15.0,9003473100
150924,90034731004015,15.0,9003473100
150925,90034731004016,15.0,9003473100
150757,90034731004019,15.0,9003473100
150783,90034731005001,15.0,9003473100
150936,90034731005007,15.0,9003473100
150940,90034731005011,15.0,9003473100
151332,90034734001001,15.0,9003473400
151379,90034734001006,15.0,9003473400
151296,90034734001008,0.0,9003473400
151274,90034734001010,15.0,9003473400
151275,90034734001011,0.0,9003473400
151304,90034734001021,15.0,9003473400
151279,90034734001024,15.0,9003473400
151280,90034734001026,15.0,9003473400
151281,90034734001027,15.0,9003473400
151318,90034734002006,15.0,9003473400
151284,90034734002008,15.0,9003473400
151325,90034734002014,15.0,9003473400
151289,90034734002015,15.0,9003473400
151329,90034734002018,15.0,9003473400
151330,90034734002019,15.0,9003473400
151419,90034734002020,15.0,9003473400
151420,90034734002021,15.0,9003473400
151855,90034735011000,15.0,9003473501
151681,90034735011001,0.0,9003473501
151856,90034735011002,15.0,9003473501
151682,90034735011003,15.0,9003473501
151861,90034735011008,15.0,9003473501
151574,90034735011014,15.0,9003473501
151865,90034735011015,15.0,9003473501
151866,90034735011016,15.0,9003473501
151684,90034735011017,15.0,9003473501
151685,90034735011018,15.0,9003473501
151659,90034735011019,15.0,9003473501
151686,90034735011020,15.0,9003473501
151687,90034735011021,15.0,9003473501
151688,90034735011022,15.0,9003473501
151689,90034735011023,15.0,9003473501
151575,90034735011024,15.0,9003473501
151661,90034735011025,15.0,9003473501
151691,90034735011026,15.0,9003473501
151692,90034735011027,15.0,9003473501
151693,90034735011028,15.0,9003473501
151884,90034735011034,15.0,9003473501
151888,90034735011038,15.0,9003473501
151889,90034735011040,15.0,9003473501
151590,90034735011041,15.0,9003473501
151697,90034735011042,15.0,9003473501
151699,90034735011044,0.0,9003473501
151665,90034735011046,15.0,9003473501
151702,90034735011047,15.0,9003473501
151676,90034735011048,15.0,9003473501
151704,90034735011049,15.0,9003473501
151914,90034735011066,15.0,9003473501
151915,90034735011067,15.0,9003473501
151711,90034735012000,0.0,9003473501
151713,90034735012003,0.0,9003473501
151715,90034735012005,15.0,9003473501
151919,90034735012006,15.0,9003473501
151722,90034735012018,15.0,9003473501
151623,90034735013000,18.0,9003473501
151632,90034735013006,15.0,9003473501
151635,90034735013008,15.0,9003473501
151730,90034735013010,15.0,9003473501
151731,90034735013011,15.0,9003473501
151734,90034735013014,15.0,9003473501
151644,90034735013016,15.0,9003473501
151740,90034735013020,15.0,9003473501
151649,90034735013021,18.0,9003473501
152416,90034735021001,15.0,9003473502
152419,90034735021004,15.0,9003473502
152318,90034735021006,15.0,9003473502
152321,90034735021009,15.0,9003473502
152322,90034735021010,15.0,9003473502
152431,90034735021016,15.0,9003473502
152444,90034735021033,15.0,9003473502
152446,90034735021035,15.0,9003473502
152447,90034735021036,15.0,9003473502
152448,90034735021037,15.0,9003473502
152335,90034735021043,0.0,9003473502
152454,90034735021051,15.0,9003473502
152457,90034735022002,15.0,9003473502
152341,90034735022006,15.0,9003473502
152462,90034735022007,15.0,9003473502
152463,90034735022008,15.0,9003473502
152465,90034735022010,15.0,9003473502
152467,90034735022012,15.0,9003473502
152468,90034735022013,15.0,9003473502
152470,90034735022015,15.0,9003473502
152472,90034735022017,15.0,9003473502
152306,90034735022019,15.0,9003473502
152347,90034735022021,15.0,9003473502
152348,90034735022022,0.0,9003473502
152349,90034735022023,0.0,9003473502
152477,90034735023000,15.0,9003473502
152356,90034735023009,0.0,9003473502
152357,90034735023010,15.0,9003473502
152486,90034735023011,15.0,9003473502
152358,90034735023013,15.0,9003473502
152359,90034735023014,15.0,9003473502
152797,90034736011002,0.0,9003473601
152798,90034736011003,0.0,9003473601
152864,90034736011007,15.0,9003473601
152869,90034736011014,15.0,9003473601
152870,90034736011015,15.0,9003473601
152799,90034736011020,0.0,9003473601
152800,90034736012000,15.0,9003473601
152877,90034736012003,15.0,9003473601
152802,90034736012008,15.0,9003473601
152895,90034736013004,15.0,9003473601
152896,90034736013005,15.0,9003473601
152897,90034736013006,15.0,9003473601
152898,90034736013007,15.0,9003473601
152899,90034736013008,15.0,9003473601
152900,90034736013009,15.0,9003473601
152901,90034736013010,15.0,9003473601
152902,90034736013011,15.0,9003473601
152903,90034736013012,15.0,9003473601
152904,90034736013013,15.0,9003473601
152905,90034736013014,15.0,9003473601
152910,90034736013019,15.0,9003473601
152911,90034736013020,15.0,9003473601
152770,90034736013021,18.0,9003473601
152915,90034736013024,15.0,9003473601
152804,90034736013025,15.0,9003473601
152805,90034736013026,15.0,9003473601
153176,90034736021004,15.0,9003473602
153177,90034736021005,15.0,9003473602
153185,90034736022009,15.0,9003473602
153172,90034736022014,15.0,9003473602
153434,90034737001000,15.0,9003473700
153439,90034737001005,15.0,9003473700
153440,90034737001006,15.0,9003473700
153442,90034737001008,15.0,9003473700
153443,90034737001009,15.0,9003473700
153444,90034737001010,15.0,9003473700
153445,90034737001011,15.0,9003473700
153447,90034737001013,15.0,9003473700
153448,90034737001015,15.0,9003473700
153421,90034737001016,15.0,9003473700
153451,90034737001018,15.0,9003473700
153452,90034737001019,15.0,9003473700
153423,90034737001020,15.0,9003473700
153461,90034737002006,15.0,9003473700
153465,90034737003000,0.0,9003473700
153638,90034737003001,15.0,9003473700
153467,90034737003003,15.0,9003473700
153468,90034737003004,15.0,9003473700
153469,90034737003005,15.0,9003473700
153335,90034737003006,18.0,9003473700
153647,90034737003010,15.0,9003473700
153428,90034737004000,15.0,9003473700
153479,90034737004004,15.0,9003473700
153480,90034737004005,15.0,9003473700
153482,90034737004007,15.0,9003473700
153483,90034737004008,15.0,9003473700
153484,90034737004009,15.0,9003473700
153489,90034737004015,15.0,9003473700
153490,90034737004016,15.0,9003473700
153491,90034737005000,15.0,9003473700
153493,90034737005002,15.0,9003473700
153494,90034737005003,15.0,9003473700
153678,90034737005010,15.0,9003473700
153498,90034737005015,15.0,9003473700
153499,90034737005016,15.0,9003473700
153500,90034737005017,15.0,9003473700
153501,90034737005018,15.0,9003473700
153502,90034737005019,15.0,9003473700
153503,90034737005020,15.0,9003473700
153504,90034737005021,15.0,9003473700
153694,90034737005026,15.0,9003473700
153695,90034737005027,15.0,9003473700
153429,90034737005028,15.0,9003473700
153430,90034737005031,15.0,9003473700
153509,90034737005032,15.0,9003473700
153512,90034737007000,15.0,9003473700
153714,90034737007003,15.0,9003473700
153715,90034737007004,15.0,9003473700
153515,90034737007007,15.0,9003473700
153516,90034737007008,15.0,9003473700
153519,90034737007011,15.0,9003473700
154128,90034738001000,15.0,9003473800
154132,90034738001004,15.0,9003473800
154225,90034738001005,15.0,9003473800
154226,90034738001006,15.0,9003473800
154133,90034738001008,15.0,9003473800
154134,90034738001009,15.0,9003473800
154233,90034738001013,15.0,9003473800
154234,90034738001014,15.0,9003473800
154136,90034738001016,15.0,9003473800
154159,90034738002000,15.0,9003473800
154139,90034738002001,15.0,9003473800
154161,90034738002002,15.0,9003473800
154213,90034738002015,15.0,9003473800
154256,90034738002016,15.0,9003473800
154174,90034738002017,15.0,9003473800
154176,90034738002020,15.0,9003473800
154127,90034738002021,18.0,9003473800
154178,90034738002022,15.0,9003473800
154141,90034738002023,15.0,9003473800
154180,90034738002024,15.0,9003473800
154181,90034738002025,15.0,9003473800
154142,90034738002026,15.0,9003473800
154143,90034738002027,15.0,9003473800
154184,90034738002028,15.0,9003473800
154185,90034738002029,15.0,9003473800
154144,90034738002030,15.0,9003473800
154611,90034761001000,0.0,9003476100
154612,90034761001001,15.0,9003476100
154532,90034761001002,15.0,9003476100
154623,90034761001014,15.0,9003476100
154689,90034761001019,15.0,9003476100
154692,90034761001022,15.0,9003476100
154539,90034761001024,15.0,9003476100
154540,90034761001025,15.0,9003476100
154629,90034761001026,0.0,9003476100
154542,90034761001028,15.0,9003476100
154543,90034761001029,15.0,9003476100
154571,90034761001030,15.0,9003476100
154702,90034761001033,15.0,9003476100
154468,90034761001034,18.0,9003476100
154469,90034761001035,18.0,9003476100
154705,90034761001036,15.0,9003476100
154706,90034761001037,15.0,9003476100
154708,90034761001039,15.0,9003476100
154711,90034761001042,15.0,9003476100
154546,90034761001043,15.0,9003476100
154636,90034761001044,0.0,9003476100
154637,90034761001045,0.0,9003476100
154638,90034761001046,0.0,9003476100
154577,90034761001047,15.0,9003476100
154640,90034761001048,0.0,9003476100
154732,90034761003003,15.0,9003476100
154739,90034761003010,15.0,9003476100
154605,90034761003014,15.0,9003476100
154663,90034761003017,15.0,9003476100
154664,90034761003018,15.0,9003476100
154665,90034761003019,15.0,9003476100
155187,90034762002003,15.0,9003476200
155194,90034762002010,15.0,9003476200
155150,90034762002012,15.0,9003476200
155120,90034762002015,15.0,9003476200
155571,90034763001000,15.0,9003476300
155572,90034763001001,15.0,9003476300
155573,90034763001002,15.0,9003476300
155486,90034763001003,15.0,9003476300
155575,90034763001004,15.0,9003476300
155576,90034763001005,15.0,9003476300
155490,90034763001006,15.0,9003476300
155578,90034763001007,15.0,9003476300
155493,90034763001010,15.0,9003476300
155494,90034763001011,15.0,9003476300
155586,90034763001015,15.0,9003476300
155587,90034763001016,15.0,9003476300
155651,90034763001017,15.0,9003476300
155588,90034763001018,15.0,9003476300
155653,90034763001019,15.0,9003476300
155654,90034763001020,15.0,9003476300
155655,90034763001021,15.0,9003476300
155656,90034763001022,15.0,9003476300
155657,90034763001023,15.0,9003476300
155589,90034763001024,15.0,9003476300
155590,90034763001025,15.0,9003476300
155660,90034763001026,15.0,9003476300
155661,90034763001027,15.0,9003476300
155662,90034763001028,15.0,9003476300
155591,90034763001029,15.0,9003476300
155498,90034763001030,15.0,9003476300
155358,90034763001031,15.0,9003476300
155674,90034763001040,15.0,9003476300
155597,90034763001042,15.0,9003476300
155598,90034763001043,15.0,9003476300
155678,90034763001044,15.0,9003476300
155679,90034763001045,15.0,9003476300
155681,90034763001047,15.0,9003476300
155682,90034763001048,15.0,9003476300
155683,90034763001049,15.0,9003476300
155684,90034763001050,15.0,9003476300
155685,90034763001051,15.0,9003476300
155686,90034763001052,15.0,9003476300
155687,90034763001053,15.0,9003476300
155696,90034763002008,15.0,9003476300
155607,90034763002010,15.0,9003476300
155706,90034763002018,15.0,9003476300
155712,90034763002024,15.0,9003476300
155739,90034763004001,15.0,9003476300
155743,90034763004005,15.0,9003476300
156289,90034771011005,15.0,9003477101
156290,90034771011007,15.0,9003477101
156342,90034771011008,15.0,9003477101
156343,90034771011009,15.0,9003477101
156346,90034771011012,15.0,9003477101
156292,90034771011014,15.0,9003477101
156136,90034771011020,18.0,9003477101
156299,90034771011025,15.0,9003477101
156301,90034771011027,15.0,9003477101
156303,90034771011029,0.0,9003477101
156304,90034771011030,15.0,9003477101
156367,90034771012004,15.0,9003477101
156314,90034771012023,15.0,9003477101
156389,90034771012027,15.0,9003477101
156397,90034771012035,15.0,9003477101
156409,90034771013011,15.0,9003477101
156414,90034771013016,15.0,9003477101
156415,90034771013017,15.0,9003477101
156416,90034771013018,15.0,9003477101
156918,90034771021001,15.0,9003477102
156919,90034771021002,15.0,9003477102
156922,90034771021005,15.0,9003477102
156924,90034771021007,15.0,9003477102
156980,90034771021008,15.0,9003477102
156928,90034771021013,0.0,9003477102
156934,90034771021021,15.0,9003477102
156936,90034771021024,15.0,9003477102
156938,90034771021026,15.0,9003477102
156825,90034771022000,15.0,9003477102
156943,90034771022001,15.0,9003477102
156826,90034771022007,15.0,9003477102
157012,90034771022011,15.0,9003477102
157023,90034771022022,15.0,9003477102
156955,90034771023000,0.0,9003477102
157029,90034771023005,15.0,9003477102
157030,90034771023006,15.0,9003477102
156959,90034771023015,15.0,9003477102
157042,90034771023021,15.0,9003477102
156961,90034771024005,15.0,9003477102
157063,90034771024020,15.0,9003477102
156836,90034771024021,15.0,9003477102
157067,90034771024024,15.0,9003477102
157070,90034771024027,15.0,9003477102
157071,90034771024028,15.0,9003477102
157072,90034771024029,15.0,9003477102
156839,90034771024032,15.0,9003477102
157547,90034772001013,15.0,9003477200
157562,90034772002005,15.0,9003477200
157563,90034772002006,15.0,9003477200
157564,90034772002007,15.0,9003477200
157482,90034772002008,15.0,9003477200
157566,90034772002009,15.0,9003477200
157567,90034772002010,15.0,9003477200
157569,90034772002012,15.0,9003477200
157571,90034772002014,15.0,9003477200
157572,90034772002015,15.0,9003477200
157520,90034772002017,15.0,9003477200
157579,90034772002023,15.0,9003477200
157581,90034772002025,15.0,9003477200
157582,90034772002026,15.0,9003477200
157583,90034772002027,15.0,9003477200
157585,90034772002029,15.0,9003477200
157586,90034772002030,15.0,9003477200
157587,90034772002031,15.0,9003477200
157588,90034772002032,15.0,9003477200
157427,90034772002035,15.0,9003477200
157597,90034772002041,15.0,9003477200
157602,90034772002046,15.0,9003477200
157603,90034772002047,15.0,9003477200
157604,90034772002048,15.0,9003477200
157605,90034772002049,15.0,9003477200
157610,90034772003006,15.0,9003477200
157617,90034772003013,15.0,9003477200
157515,90034772003017,15.0,9003477200
158057,90034803002001,15.0,9003480300
158012,90034803002002,15.0,9003480300
157991,90034803002012,15.0,9003480300
158070,90034803002014,15.0,9003480300
158019,90034803002020,15.0,9003480300
158084,90034803002028,15.0,9003480300
158026,90034803002029,15.0,9003480300
158030,90034803002033,15.0,9003480300
157964,90034803002034,15.0,9003480300
158032,90034803002035,15.0,9003480300
158033,90034803002036,15.0,9003480300
158034,90034803002037,15.0,9003480300
158035,90034803002038,15.0,9003480300
158036,90034803002039,15.0,9003480300
158414,90034804002009,15.0,9003480400
158456,90034804002010,15.0,9003480400
158467,90034804002021,15.0,9003480400
158803,90034805001000,15.0,9003480500
158807,90034805001004,15.0,9003480500
158767,90034805001013,15.0,9003480500
158768,90034805001014,15.0,9003480500
158769,90034805001015,15.0,9003480500
158842,90034805002007,15.0,9003480500
158850,90034805002015,15.0,9003480500
158799,90034805002028,15.0,9003480500
159208,90034806001004,15.0,9003480600
159173,90034806002001,0.0,9003480600
159212,90034806002002,15.0,9003480600
159214,90034806002004,15.0,9003480600
159176,90034806002006,15.0,9003480600
159178,90034806002008,15.0,9003480600
159064,90034806002011,18.0,9003480600
159076,90034806003001,18.0,9003480600
159491,90034807001000,15.0,9003480700
159493,90034807001002,15.0,9003480700
159494,90034807001003,15.0,9003480700
159496,90034807001005,15.0,9003480700
159502,90034807002000,15.0,9003480700
159504,90034807002002,15.0,9003480700
159505,90034807002003,0.0,9003480700
159510,90034807002008,15.0,9003480700
159541,90034807002011,15.0,9003480700
159867,90034808004001,15.0,9003480800
159729,90034808004009,18.0,9003480800
159895,90034808004010,15.0,9003480800
159978,90034808004011,15.0,9003480800
159875,90034808004012,15.0,9003480800
159876,90034808004013,15.0,9003480800
159814,90034808004014,15.0,9003480800
159816,90034808004016,15.0,9003480800
159880,90034808004017,15.0,9003480800
159985,90034808004018,15.0,9003480800
159881,90034808004019,15.0,9003480800
159817,90034808004020,15.0,9003480800
159883,90034808004021,15.0,9003480800
159743,90034808004028,18.0,9003480800
159745,90034808004029,18.0,9003480800
160382,90034809001022,15.0,9003480900
160421,90034809002008,15.0,9003480900
160433,90034809002020,15.0,9003480900
160760,90034810001014,15.0,9003481000
