BlockCode,MaxAdDown,MaxAdUp
090012302001016,100.0,5.0
090012302001017,100.0,5.0
090012302001018,115.0,12.0
090012302001019,100.0,5.0
090012302001020,115.0,12.0
090012302001021,115.0,12.0
090012302001022,115.0,12.0
090012302001023,100.0,5.0
090012302001024,115.0,12.0
090012302001025,100.0,5.0
090012302002000,115.0,12.0
090012302002001,115.0,12.0
090012302002002,100.0,5.0
090012302002003,100.0,5.0
090012302002004,100.0,5.0
090012302002005,115.0,12.0
090012302002006,24.0,3.0
090012302002007,115.0,12.0
090012302002008,115.0,12.0
090012302002009,100.0,5.0
090012302002010,100.0,5.0
090012302002011,100.0,5.0
090012302002012,100.0,5.0
090012302002013,115.0,12.0
090012302002014,100.0,5.0
090012302002015,100.0,5.0
090012302002016,115.0,12.0
090012302002017,100.0,5.0
090012302002018,115.0,12.0
090012302002019,100.0,5.0
090012302002020,115.0,12.0
090012302002021,115.0,12.0
090012302002022,100.0,5.0
090012302002023,100.0,5.0
090012302002024,115.0,12.0
090012302002025,100.0,5.0
090012302002026,100.0,5.0
090012302002027,115.0,12.0
090012302002028,100.0,5.0
090012302002029,100.0,5.0
090012302002030,100.0,5.0
090012302002031,100.0,5.0
090012302002032,115.0,12.0
090012302002033,115.0,12.0
090012302002034,115.0,12.0
090012303001000,100.0,5.0
090012303001001,115.0,12.0
090012303001002,115.0,12.0
090012303001003,115.0,12.0
090012303001004,100.0,5.0
090012303001005,115.0,12.0
090012303001006,100.0,5.0
090012303001007,100.0,5.0
090012303001008,100.0,5.0
090012303001009,115.0,12.0
090012303001010,115.0,12.0
090012303001011,100.0,5.0
090012303001012,100.0,5.0
090012303001013,100.0,5.0
090012303001014,100.0,5.0
090012303001015,100.0,5.0
090012303001016,100.0,5.0
090012303001017,115.0,12.0
090012303001018,115.0,12.0
090012303001019,150.0,12.0
090012303001020,115.0,12.0
090012303001021,100.0,5.0
090012303001022,100.0,5.0
090012303001023,115.0,12.0
090012303001024,100.0,5.0
090012303001025,115.0,12.0
090012303001026,115.0,12.0
090012303002000,100.0,5.0
090012303002001,100.0,5.0
090012303002002,115.0,12.0
090012303002003,115.0,12.0
090012303002004,115.0,12.0
090012303002005,115.0,12.0
090012303002006,100.0,5.0
090012303002007,100.0,5.0
090012303002008,100.0,5.0
090012303002009,100.0,5.0
090012303002010,115.0,12.0
090012303002011,100.0,5.0
090012303002012,115.0,12.0
090012303002013,115.0,12.0
090012303002014,100.0,5.0
090012303002015,100.0,5.0
090012303002016,100.0,5.0
090012303002017,100.0,5.0
090012303002018,150.0,10.0
090012303002019,100.0,5.0
090012303002020,150.0,10.0
090012303002021,100.0,5.0
090012303002022,100.0,5.0
090012303002023,100.0,5.0
090012303002024,115.0,12.0
090012303002025,100.0,5.0
090012303003000,100.0,5.0
090012303003001,115.0,12.0
090012303003002,100.0,5.0
090012303003003,100.0,5.0
090012303003004,100.0,5.0
090012303003005,115.0,12.0
090012303003006,115.0,12.0
090012303003007,115.0,12.0
090012303003008,100.0,5.0
090012303003009,100.0,5.0
090012303003010,115.0,12.0
090012303003011,115.0,12.0
090012303003012,100.0,5.0
090012303003013,100.0,5.0
090012303003014,115.0,12.0
090012303003015,115.0,12.0
090012303003016,115.0,12.0
090012303003017,100.0,5.0
090012303003018,100.0,5.0
090012303003019,115.0,12.0
090012303003020,115.0,12.0
090012303003021,115.0,12.0
090012303003022,115.0,12.0
090012303003023,100.0,5.0
090012303003024,115.0,12.0
090012303003025,100.0,5.0
090012303003026,100.0,5.0
090012304001000,115.0,12.0
090012304001001,115.0,12.0
090012304001002,100.0,5.0
090012304001003,115.0,12.0
090012304001004,115.0,12.0
090012304001005,115.0,12.0
090012304001006,115.0,12.0
090012304001007,100.0,5.0
090012304001008,115.0,12.0
090012304001009,115.0,12.0
090012304001010,100.0,5.0
090012304001011,100.0,5.0
090012304001012,100.0,5.0
090012304001013,115.0,12.0
090012304001014,100.0,5.0
090012304001015,115.0,12.0
090012304001016,100.0,5.0
090012304001017,100.0,5.0
090012304001018,100.0,5.0
090012304001019,100.0,5.0
090012304002000,115.0,12.0
090012304002001,115.0,12.0
090012304002002,115.0,12.0
090012304002003,115.0,12.0
090012304002004,115.0,12.0
090012304002005,115.0,12.0
090012304002006,115.0,12.0
090012304002007,100.0,5.0
090012304002008,115.0,12.0
090012304002009,115.0,12.0
090012304002010,100.0,5.0
090012304002011,115.0,12.0
090012304002012,115.0,12.0
090012304002013,115.0,12.0
090012304002014,115.0,12.0
090012304002015,100.0,5.0
090012304002016,100.0,5.0
090012304002017,115.0,12.0
090012304002018,115.0,12.0
090012304002019,100.0,5.0
090012304002020,100.0,5.0
090012304002021,115.0,12.0
090012304002022,115.0,12.0
090012304002023,100.0,5.0
090012304002024,100.0,5.0
090012304002025,100.0,5.0
090012304002026,115.0,12.0
090012304002027,115.0,12.0
090012304002028,100.0,5.0
090012304002029,100.0,5.0
090012304002030,100.0,5.0
090012304002031,100.0,5.0
090012304002032,100.0,5.0
090012304002033,100.0,5.0
090012304002034,115.0,12.0
090012304002035,100.0,5.0
090012304002036,115.0,12.0
090012304002037,100.0,5.0
090012304002038,115.0,12.0
090012304003000,100.0,5.0
090012304003001,100.0,5.0
090012304003002,150.0,12.0
090012304003003,100.0,5.0
090012304003004,100.0,5.0
090012304003005,115.0,12.0
090012304003006,100.0,5.0
090012304003007,115.0,12.0
090012304003008,100.0,5.0
090012304003009,100.0,5.0
090012304003010,100.0,5.0
090012304003011,100.0,5.0
090012304003012,100.0,5.0
090012304003013,115.0,12.0
090012304003014,115.0,12.0
090012304003015,100.0,5.0
090012304003016,115.0,12.0
090012304003017,100.0,5.0
090012304004000,100.0,5.0
090012304004001,115.0,12.0
090012304004002,100.0,5.0
090012304004003,115.0,12.0
090012304004004,100.0,5.0
090012304004005,100.0,5.0
090012304004006,100.0,5.0
090012304004007,115.0,12.0
090012304004008,115.0,12.0
090012304004009,115.0,35.0
090012304004010,100.0,5.0
090012304004011,100.0,5.0
090012304004012,100.0,5.0
090012304004013,15.0,3.0
090012304004014,100.0,5.0
090012304004015,100.0,5.0
090012304004016,100.0,5.0
090012304004017,115.0,12.0
090012304004018,115.0,12.0
090012304004019,100.0,5.0
090012304004020,100.0,5.0
090012304004021,100.0,5.0
090012304004022,100.0,5.0
090012304004023,115.0,12.0
090012304004024,115.0,12.0
090012304004025,100.0,5.0
090012304004026,100.0,5.0
090012304004027,101.0,35.0
090012304004028,101.0,35.0
090012305011000,100.0,5.0
090012305011001,100.0,5.0
090012305011002,100.0,5.0
090012305011003,100.0,5.0
090012305011004,115.0,12.0
090012305011005,100.0,5.0
090012305011006,100.0,5.0
090012305011007,115.0,12.0
090012305011008,115.0,12.0
090012305011009,100.0,5.0
090012305011010,100.0,5.0
090012305011011,115.0,12.0
090012305011012,115.0,12.0
090012305011013,115.0,12.0
090012305011014,115.0,12.0
090012305011015,100.0,5.0
090012305011016,115.0,12.0
090012305011017,115.0,12.0
090012305011018,115.0,12.0
090012305011019,115.0,12.0
090012305011020,115.0,12.0
090012305011021,115.0,12.0
090012305011022,115.0,12.0
090012305011023,115.0,12.0
090012305011024,115.0,12.0
090012305011025,115.0,12.0
090012305011026,100.0,5.0
090012305011027,100.0,5.0
090012305011028,100.0,5.0
090012305011029,115.0,12.0
090012305011030,115.0,12.0
090012305011031,115.0,12.0
090012305011032,115.0,12.0
090012305011033,115.0,12.0
090012305012000,100.0,5.0
090012305012001,115.0,12.0
090012305012002,115.0,12.0
090012305012003,100.0,5.0
090012305012004,115.0,12.0
090012305012005,100.0,5.0
090012305012006,115.0,12.0
090012305012007,115.0,12.0
090012305012008,100.0,5.0
090012305012009,115.0,12.0
090012305012010,115.0,12.0
090012305012011,115.0,12.0
090012305012012,115.0,12.0
090012305012013,115.0,12.0
090012305012014,115.0,12.0
090012305012015,100.0,5.0
090012305012016,100.0,5.0
090012305012017,115.0,12.0
090012305012018,100.0,5.0
090012305012019,115.0,12.0
090012305012020,100.0,5.0
090012305021000,100.0,6.0
090012305021001,115.0,12.0
090012305021002,100.0,5.0
090012305021003,100.0,5.0
090012305021004,100.0,5.0
090012305021005,100.0,5.0
090012305021006,100.0,5.0
090012305021007,100.0,6.0
090012305021008,100.0,6.0
090012305021009,115.0,12.0
090012305021010,100.0,5.0
090012305021011,100.0,5.0
090012305021012,100.0,5.0
090012305021013,100.0,5.0
090012305021014,115.0,12.0
090012305021015,100.0,5.0
090012305021016,115.0,12.0
090012305021017,100.0,5.0
090012305021018,100.0,5.0
090012305021019,100.0,5.0
090012305021020,100.0,5.0
090012305021021,100.0,5.0
090012305021022,100.0,5.0
090012305021023,100.0,5.0
090012305021024,100.0,5.0
090012305021025,100.0,5.0
090012305021026,100.0,5.0
090012305021027,115.0,12.0
090012305022000,115.0,12.0
090012305022001,100.0,5.0
090012305022002,115.0,12.0
090012305022003,100.0,5.0
090012305022004,115.0,12.0
090012305022005,100.0,5.0
090012305022006,100.0,5.0
090012305022007,115.0,12.0
090012305022008,100.0,5.0
090012305022009,100.0,5.0
090012305022010,100.0,5.0
090012305022011,100.0,5.0
090012305022012,115.0,12.0
090012305022013,100.0,5.0
090012305022014,115.0,12.0
090012305022015,115.0,12.0
090012305022016,115.0,12.0
090012305022017,100.0,5.0
090012305022018,100.0,5.0
090012305022019,100.0,5.0
090012305022020,100.0,5.0
090012305022021,100.0,5.0
090012305022022,100.0,5.0
090012305022023,100.0,5.0
090012305022024,100.0,5.0
090012305022025,100.0,5.0
090012305022026,100.0,5.0
090012305022027,100.0,5.0
090012305022028,100.0,5.0
090012305022029,100.0,5.0
090012305022030,100.0,5.0
090012305022031,100.0,5.0
090012305022032,100.0,5.0
090012305022033,100.0,5.0
090012305022034,100.0,5.0
090012305022035,100.0,5.0
090012305022036,100.0,5.0
090012305022037,115.0,12.0
090012305022038,100.0,5.0
090012305022039,100.0,5.0
090012305022040,115.0,12.0
090012305022041,100.0,5.0
090012305022042,100.0,5.0
090012305022043,100.0,5.0
090012305022044,100.0,5.0
090012305022045,115.0,12.0
090012305022046,100.0,5.0
090012305022047,100.0,5.0
090012305022048,100.0,5.0
090012305022049,100.0,5.0
090012305022050,100.0,5.0
090012305022051,100.0,5.0
090012305022052,115.0,12.0
090012305022053,115.0,12.0
090012305022054,115.0,12.0
090012305022055,100.0,5.0
090012305022056,100.0,5.0
090012305022057,115.0,12.0
090012305022058,100.0,5.0
090012305022059,115.0,12.0
090012305022060,100.0,5.0
090012305022061,115.0,12.0
090012305022062,115.0,12.0
090012305022063,100.0,5.0
090012305022064,100.0,5.0
090012305022065,100.0,5.0
090012305022066,115.0,12.0
090012305022067,100.0,5.0
090012305022068,100.0,5.0
090012305022069,115.0,12.0
090012305022070,100.0,5.0
090012305022071,100.0,5.0
090012305022072,100.0,6.0
090012305022073,100.0,5.0
090012305022074,115.0,12.0
090012305022075,115.0,12.0
090012305022076,115.0,12.0
090012305022077,100.0,5.0
090012305022078,115.0,12.0
090012305022079,100.0,5.0
090012305022080,100.0,5.0
090012305023000,100.0,5.0
090012305023001,115.0,12.0
090012305023002,115.0,12.0
090012305023003,100.0,5.0
090012305023004,115.0,12.0
090012305023005,115.0,12.0
090012305023006,115.0,12.0
090012305023007,115.0,12.0
090012305023008,115.0,12.0
090012305023009,100.0,5.0
090012305023010,115.0,12.0
090012305023011,115.0,12.0
090012305023012,100.0,5.0
090012305023013,115.0,12.0
090012305023014,115.0,12.0
090012305023015,100.0,5.0
090012305023016,100.0,5.0
090012305023017,100.0,5.0
090012305023018,115.0,12.0
090012401001000,101.0,35.0
090012401001001,101.0,35.0
090012401001002,101.0,35.0
090012401001003,101.0,35.0
090012401001004,101.0,35.0
090012401001005,150.0,35.0
090012401001006,101.0,35.0
090012401001007,101.0,35.0
090012401001008,150.0,35.0
090012401001009,101.0,35.0
090012401001010,101.0,35.0
090012401001011,101.0,35.0
090012401001012,101.0,35.0
090012401001013,150.0,35.0
090012401001014,150.0,35.0
090012401001015,150.0,35.0
090012401001016,101.0,35.0
090012401001017,101.0,35.0
090012401001018,101.0,35.0
090012401001019,101.0,35.0
090012401001020,150.0,35.0
090012401001021,150.0,35.0
090012401001022,101.0,35.0
090012401001023,101.0,35.0
090012401001024,101.0,35.0
090012401001025,101.0,35.0
090012401001026,101.0,35.0
090012401001027,101.0,35.0
090012401001028,101.0,35.0
090012401001029,101.0,35.0
090012401001030,150.0,35.0
090012401001031,101.0,35.0
090012401001032,101.0,35.0
090012401001033,101.0,35.0
090012401001034,101.0,35.0
090012401001035,101.0,35.0
090012401001036,101.0,35.0
090012401001037,150.0,35.0
090012401002000,115.0,35.0
090012401002001,101.0,35.0
090012401002002,101.0,35.0
090012401002003,101.0,35.0
090012401002004,115.0,35.0
090012401002005,115.0,35.0
090012401002006,150.0,35.0
090012401002007,101.0,35.0
090012401002008,115.0,35.0
090012401002009,101.0,35.0
090012401002010,101.0,35.0
090012401002011,101.0,35.0
090012401002012,115.0,35.0
090012401002013,101.0,35.0
090012401002014,115.0,35.0
090012401002015,115.0,35.0
090012401002016,101.0,35.0
090012401002017,150.0,35.0
090012401002018,101.0,35.0
090012401003000,101.0,35.0
090012401003001,101.0,35.0
090012401003002,101.0,35.0
090012401003003,101.0,35.0
090012401003004,101.0,35.0
090012401003005,115.0,35.0
090012401003006,115.0,35.0
090012401003007,101.0,35.0
090012401003008,101.0,35.0
090012401003009,101.0,35.0
090012401003010,101.0,35.0
090012401003011,101.0,35.0
090012401003012,101.0,35.0
090012401003013,101.0,35.0
090012401003014,101.0,35.0
090012401003015,101.0,35.0
090012401003016,101.0,35.0
090012401003017,101.0,35.0
090012401003018,101.0,35.0
090012401003019,101.0,35.0
090012401003020,101.0,35.0
090012401003021,101.0,35.0
090012401003022,101.0,35.0
090012401003023,101.0,35.0
090012401003024,115.0,35.0
090012401003025,115.0,35.0
090012401003026,101.0,35.0
090012401003027,101.0,35.0
090012401003028,101.0,35.0
090012401003029,101.0,35.0
090012401003030,101.0,35.0
090012401003031,150.0,35.0
090012401003032,150.0,35.0
090012401003033,101.0,35.0
090012401003034,101.0,35.0
090012401003035,101.0,35.0
090012401003036,101.0,35.0
090012401003037,101.0,35.0
090012401003038,101.0,35.0
090012401003039,101.0,35.0
090012401003040,101.0,35.0
090012401003041,101.0,35.0
090012401003042,101.0,35.0
090012401003043,101.0,35.0
090012401003044,101.0,35.0
090012401003045,101.0,35.0
090012401003046,101.0,35.0
090012401003047,101.0,35.0
090012401003048,101.0,35.0
090012401003049,101.0,35.0
090012401003050,101.0,35.0
090012401003051,101.0,35.0
090012401003052,101.0,35.0
090012401003053,101.0,35.0
090012401003054,101.0,35.0
090012401003055,101.0,35.0
090012401003056,101.0,35.0
090012401003057,101.0,35.0
090012401003058,101.0,35.0
090012401003059,101.0,35.0
090012401003060,101.0,35.0
090012401003061,101.0,35.0
090012401003062,101.0,35.0
090012401003063,101.0,35.0
090012401003064,101.0,35.0
090012401003065,101.0,35.0
090012401003066,101.0,35.0
090012402001000,15.0,3.0
090012402001001,15.0,3.0
090012402001002,15.0,3.0
090012402001003,115.0,35.0
090012402001004,15.0,3.0
090012402001005,101.0,35.0
090012402001006,101.0,35.0
090012402001007,101.0,35.0
090012402001008,101.0,35.0
090012402001009,101.0,35.0
090012402001010,101.0,35.0
090012402001011,115.0,35.0
090012402001012,101.0,35.0
090012402001013,101.0,35.0
090012402001014,101.0,35.0
090012402001015,150.0,35.0
090012402001016,101.0,35.0
090012402001017,101.0,35.0
090012402001018,101.0,35.0
090012402001019,101.0,35.0
090012402001020,150.0,35.0
090012402001021,101.0,35.0
090012402001022,101.0,35.0
090012402001023,101.0,35.0
090012402001024,101.0,35.0
090012402001025,101.0,35.0
090012402001026,101.0,35.0
090012402001027,101.0,35.0
090012402001028,101.0,35.0
090012402001029,101.0,35.0
090012402001030,101.0,35.0
090012402001031,101.0,35.0
090012402001032,101.0,35.0
090012402001033,115.0,35.0
090012402001034,101.0,35.0
090012402001035,101.0,35.0
090012402001036,101.0,35.0
090012402001037,101.0,35.0
090012402001038,101.0,35.0
090012402001039,101.0,35.0
090012402001040,101.0,35.0
090012402001041,101.0,35.0
090012402001042,101.0,35.0
090012402001043,101.0,35.0
090012402001044,101.0,35.0
090012402001045,101.0,35.0
090012402001046,101.0,35.0
090012402002000,101.0,35.0
090012402002001,101.0,35.0
090012402002002,101.0,35.0
090012402002003,101.0,35.0
090012402002004,101.0,35.0
090012402002005,101.0,35.0
090012402002006,101.0,35.0
090012402002007,101.0,35.0
090012402002008,101.0,35.0
090012402002009,101.0,35.0
090012402002010,101.0,35.0
090012402002011,101.0,35.0
090012402002012,101.0,35.0
090012402002013,101.0,35.0
090012402002014,101.0,35.0
090012402002015,101.0,35.0
090012402002016,101.0,35.0
090012402002017,101.0,35.0
090012402002018,101.0,35.0
090012402002019,101.0,35.0
090012402002020,101.0,35.0
090012402002021,150.0,35.0
090012402002022,101.0,35.0
090012402002023,101.0,35.0
090012402002024,101.0,35.0
090012402002025,101.0,35.0
090012402002026,101.0,35.0
090012402002027,101.0,35.0
090012402003000,101.0,35.0
090012402003001,101.0,35.0
090012402003002,101.0,35.0
090012402003003,101.0,35.0
090012402003004,101.0,35.0
090012402003005,101.0,35.0
090012402003006,101.0,35.0
090012402003007,101.0,35.0
090012402003008,101.0,35.0
090012402003009,101.0,35.0
090012402003010,101.0,35.0
090012402003011,101.0,35.0
090012402003012,101.0,35.0
090012402003013,101.0,35.0
090012402003014,101.0,35.0
090012402003015,101.0,35.0
090012402003016,101.0,35.0
090012402003017,101.0,35.0
090012402003018,101.0,35.0
090012402003019,101.0,35.0
090012402003020,101.0,35.0
090012402003021,101.0,35.0
090012402003022,101.0,35.0
090012402003023,101.0,35.0
090012402003024,101.0,35.0
090012402003025,101.0,35.0
090012402003026,101.0,35.0
090012402003027,101.0,35.0
090012402003028,101.0,35.0
090012402003029,101.0,35.0
090012402003030,101.0,35.0
090012402003031,101.0,35.0
090012402003032,101.0,35.0
090012402003033,101.0,35.0
090012402003034,101.0,35.0
090012402003035,101.0,35.0
090012402003036,101.0,35.0
090012402003037,101.0,35.0
090012402003038,101.0,35.0
090012402003039,101.0,35.0
090012402003040,101.0,35.0
090012402003041,101.0,35.0
090012402003042,101.0,35.0
090012402003043,101.0,35.0
090012402003044,101.0,35.0
090012402003045,101.0,35.0
090012402003046,101.0,35.0
090012402003047,101.0,35.0
090012402003048,101.0,35.0
090012402003049,101.0,35.0
090012402003050,101.0,35.0
090012402003051,101.0,35.0
090012402003052,101.0,35.0
090012402003053,101.0,35.0
090012402003054,101.0,35.0
090012402003055,101.0,35.0
090012402003056,101.0,35.0
090012402003057,101.0,35.0
090012402003058,101.0,35.0
090012451001000,150.0,12.0
090012451001001,150.0,12.0
090012451001002,15.0,3.0
090012451001003,150.0,12.0
090012451001004,15.0,3.0
090012451001005,115.0,12.0
090012451001007,15.0,3.0
090012451001008,150.0,12.0
090012451001009,24.0,3.0
090012451001010,150.0,12.0
090012451001011,150.0,12.0
090012451001012,150.0,12.0
090012451001013,150.0,10.0
090012451001014,150.0,12.0
090012451001015,150.0,10.0
090012451001016,15.0,3.0
090012451001017,24.0,3.0
090012451001018,150.0,10.0
090012451001019,150.0,10.0
090012451001020,150.0,10.0
090012451001021,150.0,10.0
090012451001022,24.0,3.0
090012451001023,150.0,12.0
090012451001024,150.0,12.0
090012451001026,150.0,10.0
090012451001027,150.0,12.0
090012451002000,150.0,10.0
090012451002001,150.0,12.0
090012451002002,150.0,10.0
090012451002003,150.0,10.0
090012451002004,150.0,12.0
090012451002005,150.0,12.0
090012451002006,150.0,12.0
090012451002007,150.0,12.0
090012451002008,24.0,3.0
090012451002009,150.0,12.0
090012451002010,15.0,3.0
090012451002011,150.0,12.0
090012451002012,24.0,3.0
090012451002013,150.0,12.0
090012451002014,150.0,10.0
090012451002015,150.0,10.0
090012451002016,150.0,12.0
090012451002017,15.0,3.0
090012451002018,15.0,3.0
090012451002019,150.0,12.0
090012451002020,24.0,3.0
090012452001000,150.0,12.0
090012452001001,150.0,10.0
090012452001002,150.0,12.0
090012452001003,150.0,10.0
090012452001004,150.0,12.0
090012452001005,150.0,12.0
090012452001006,15.0,3.0
090012452001007,150.0,12.0
090012452001009,15.0,3.0
090012452001010,15.0,3.0
090012452001011,150.0,12.0
090012452001012,24.0,3.0
090012452001013,150.0,12.0
090012452001014,150.0,12.0
090012452001015,150.0,10.0
090012452001016,150.0,12.0
090012452001017,150.0,10.0
090012452001018,150.0,10.0
090012452001019,150.0,12.0
090012452001020,150.0,10.0
090012452001021,150.0,10.0
090012452001023,150.0,10.0
090012452001024,15.0,3.0
090012452001025,150.0,10.0
090012452001026,150.0,10.0
090012452001027,150.0,10.0
090012452001028,150.0,12.0
090012452001029,150.0,12.0
090012452001030,150.0,10.0
090012452002000,150.0,10.0
090012452002001,150.0,10.0
090012452002002,24.0,3.0
090012452002003,150.0,10.0
090012452002004,150.0,10.0
090012452002005,150.0,12.0
090012452002006,150.0,10.0
090012452002007,150.0,10.0
090012452002008,150.0,10.0
090012452002009,150.0,12.0
090012452002010,150.0,12.0
090012452002011,150.0,10.0
090012452002012,15.0,3.0
090012452002014,150.0,10.0
090012452002015,150.0,12.0
090012452002016,150.0,12.0
090012452002018,15.0,3.0
090012452002019,150.0,12.0
090012452002020,15.0,3.0
090012452002023,150.0,12.0
090012452002024,150.0,12.0
090012452002025,150.0,10.0
090012452002026,150.0,10.0
090012452003000,115.0,12.0
090012452003001,150.0,10.0
090012452003002,150.0,12.0
090012452003003,150.0,12.0
090012452003004,150.0,12.0
090012452003005,150.0,12.0
090012452003006,150.0,12.0
090012452003007,150.0,12.0
090012452003008,115.0,12.0
090012452003009,150.0,12.0
090012452003010,150.0,12.0
090012452003011,0.0,0.0
090012452003012,150.0,12.0
090012452003013,15.0,3.0
090012452003015,24.0,3.0
090012452003016,24.0,3.0
090012452003017,24.0,3.0
090012452003018,150.0,12.0
090012452003019,150.0,12.0
090012452003020,24.0,3.0
090012452003021,150.0,12.0
090012452003022,150.0,12.0
090012452003023,150.0,12.0
090012452003024,150.0,12.0
090012452003025,15.0,3.0
090012452003026,115.0,12.0
090012452003027,24.0,3.0
090012452003028,150.0,12.0
090012452003029,24.0,3.0
090012453001000,150.0,12.0
090012453001001,150.0,10.0
090012453001002,150.0,12.0
090012453001004,150.0,10.0
090012453001005,150.0,35.0
090012453001006,150.0,12.0
090012453001007,150.0,12.0
090012453001008,150.0,10.0
090012453001009,150.0,12.0
090012453001010,24.0,3.0
090012453001011,150.0,10.0
090012453001012,150.0,10.0
090012453001013,150.0,12.0
090012453001014,15.0,3.0
090012453001015,15.0,3.0
090012453001016,150.0,12.0
090012453001017,150.0,10.0
090012453001018,150.0,10.0
090012453001019,15.0,3.0
090012453001021,115.0,12.0
090012453001022,15.0,3.0
090012453001023,150.0,10.0
090012453001024,150.0,10.0
090012453001025,150.0,10.0
090012453002000,150.0,35.0
090012453002001,150.0,35.0
090012453002002,150.0,12.0
090012453002003,150.0,10.0
090012453002004,150.0,10.0
090012453002005,150.0,10.0
090012453002006,150.0,10.0
090012453002007,150.0,12.0
090012453002008,150.0,12.0
090012453002011,15.0,3.0
090012453002012,150.0,10.0
090012453002013,150.0,12.0
090012453002014,150.0,12.0
090012453002015,150.0,12.0
090012453002016,150.0,12.0
090012453002017,24.0,3.0
090012453002018,150.0,12.0
090012453002019,150.0,10.0
090012453002021,15.0,3.0
090012453002022,150.0,10.0
090012453002023,150.0,12.0
090012453002024,150.0,10.0
090012453002025,150.0,12.0
090012453002026,150.0,10.0
090012453002027,150.0,35.0
090012453002028,15.0,3.0
090012453002029,15.0,3.0
090012453002030,101.0,35.0
090012453002031,101.0,35.0
090012453002032,150.0,12.0
090012453002033,24.0,3.0
090012453002034,15.0,3.0
090012453003000,150.0,12.0
090012453003001,150.0,10.0
090012453003002,150.0,10.0
090012453003003,15.0,3.0
090012453003004,150.0,12.0
090012453003005,150.0,10.0
090012453003006,150.0,12.0
090012453003007,150.0,10.0
090012453003008,150.0,12.0
090012453003009,150.0,12.0
090012453003010,150.0,12.0
090012453003011,150.0,10.0
090012453003012,24.0,3.0
090012453003013,150.0,12.0
090012453003014,15.0,3.0
090012453003015,24.0,3.0
090012453003016,24.0,3.0
090012453003017,150.0,12.0
090012453003018,24.0,3.0
090012453003019,150.0,12.0
090012453003020,150.0,12.0
090012453003021,150.0,10.0
090012453003022,150.0,10.0
090012453003023,150.0,10.0
090012453003024,150.0,10.0
090012453003025,150.0,10.0
090012453003026,150.0,10.0
090012453003027,150.0,12.0
090012453003028,150.0,10.0
090012453003029,150.0,10.0
090012453003030,150.0,10.0
090012453003031,150.0,10.0
090012453003032,150.0,12.0
090012453003033,150.0,12.0
090012453003034,150.0,12.0
090012453003035,115.0,12.0
090012453003036,150.0,12.0
090012453003037,150.0,12.0
090012454001000,150.0,10.0
090012454001001,150.0,10.0
090012454001002,150.0,35.0
090012454001003,150.0,10.0
090012454001004,150.0,10.0
090012454001005,150.0,10.0
090012454001006,150.0,12.0
090012454001007,150.0,12.0
090012454001008,150.0,10.0
090012454001009,150.0,12.0
090012454001010,24.0,3.0
090012454001011,150.0,12.0
090012454001012,150.0,10.0
090012454001013,24.0,3.0
090012454001014,150.0,12.0
090012454001015,24.0,3.0
090012454001016,24.0,3.0
090012454001017,150.0,10.0
090012454001018,150.0,12.0
090012454001020,150.0,35.0
090012454001021,101.0,35.0
090012454001022,150.0,35.0
090012454001023,150.0,35.0
090012454002000,150.0,12.0
090012454002001,24.0,3.0
090012454002002,150.0,12.0
090012454002003,150.0,12.0
090012454002004,150.0,12.0
090012454002005,24.0,3.0
090012454002006,150.0,10.0
090012454002007,101.0,35.0
090012454002008,24.0,3.0
090012454002009,150.0,12.0
090012454002010,150.0,12.0
090012454002011,150.0,12.0
090012454002012,150.0,12.0
090012454002013,15.0,3.0
090012454002014,150.0,12.0
090012454002015,150.0,12.0
090012454002016,150.0,12.0
090012454002017,150.0,12.0
090012454002018,150.0,12.0
090012454002019,150.0,12.0
090012454002020,150.0,12.0
090012454002021,15.0,3.0
090012454002022,150.0,12.0
090012454002023,150.0,12.0
090012454002024,150.0,12.0
090012454002025,24.0,3.0
090012454002026,150.0,12.0
090012454002027,150.0,10.0
090012454002028,150.0,35.0
090012454002029,150.0,12.0
090012454002030,150.0,12.0
090012454002031,150.0,10.0
090012454002032,150.0,12.0
090012454002033,150.0,12.0
090012454002034,24.0,3.0
090012455001000,150.0,12.0
090012455001001,150.0,10.0
090012455001002,150.0,10.0
090012455001003,150.0,12.0
090012455001004,150.0,12.0
090012455001005,24.0,3.0
090012455001006,150.0,12.0
090012455001007,150.0,12.0
090012455001008,150.0,12.0
090012455001009,150.0,12.0
090012455001010,150.0,12.0
090012455001011,150.0,10.0
090012455001012,150.0,12.0
090012455001013,150.0,12.0
090012455001014,150.0,12.0
090012455001015,150.0,10.0
090012455001016,150.0,12.0
090012455001017,150.0,12.0
090012455001018,150.0,12.0
090012455001019,15.0,3.0
090012455001020,150.0,12.0
090012455001021,150.0,12.0
090012455001022,150.0,10.0
090012455001023,150.0,12.0
090012455002000,150.0,12.0
090012455002001,150.0,10.0
090012455002002,150.0,10.0
090012455002003,150.0,10.0
090012455002004,150.0,10.0
090012455002005,150.0,10.0
090012455002006,15.0,3.0
090012455002007,150.0,12.0
090012455002008,24.0,3.0
090012455002009,24.0,3.0
090012455002010,150.0,12.0
090012455002011,150.0,12.0
090012455002012,150.0,10.0
090012455002013,150.0,10.0
090012455002014,15.0,3.0
090012456001000,24.0,3.0
090012456001001,150.0,12.0
090012456001002,15.0,3.0
090012456001003,15.0,3.0
090012456001004,150.0,12.0
090012456001005,150.0,12.0
090012456001006,24.0,3.0
