BlockCode,MaxAdDown,MaxAdUp
090053106012024,101.0,35.0
090053106012025,115.0,35.0
090053106012026,115.0,35.0
090053106021000,101.0,35.0
090053106021001,115.0,35.0
090053106021002,101.0,35.0
090053106021003,101.0,35.0
090053106021004,115.0,35.0
090053106021005,101.0,35.0
090053106021006,101.0,35.0
090053106021007,101.0,35.0
090053106021008,101.0,35.0
090053106021009,101.0,35.0
090053106021010,101.0,35.0
090053106021011,101.0,35.0
090053106021012,101.0,35.0
090053106021013,101.0,35.0
090053106021014,101.0,35.0
090053106021015,101.0,35.0
090053106021016,101.0,35.0
090053106021017,101.0,35.0
090053106021018,101.0,35.0
090053106021019,101.0,35.0
090053106021020,101.0,35.0
090053106021021,101.0,35.0
090053106021022,101.0,35.0
090053106021023,101.0,35.0
090053106021024,101.0,35.0
090053106021025,115.0,35.0
090053106022000,115.0,35.0
090053106022001,115.0,35.0
090053106022002,115.0,35.0
090053106022003,101.0,35.0
090053106022004,115.0,35.0
090053106022005,101.0,35.0
090053106022006,115.0,35.0
090053106022007,115.0,35.0
090053106022008,115.0,35.0
090053106022009,101.0,35.0
090053106022010,115.0,35.0
090053106022011,101.0,35.0
090053106022012,115.0,35.0
090053106022013,115.0,35.0
090053106022014,115.0,35.0
090053106022015,101.0,35.0
090053106022016,115.0,35.0
090053106022017,115.0,35.0
090053106022018,115.0,35.0
090053106022019,115.0,35.0
090053106022020,115.0,35.0
090053106022021,101.0,35.0
090053106022022,115.0,35.0
090053106023000,115.0,35.0
090053106023001,115.0,35.0
090053106023002,115.0,35.0
090053106023003,115.0,35.0
090053106023004,115.0,35.0
090053106023005,115.0,35.0
090053106023006,115.0,35.0
090053106023007,115.0,35.0
090053106023008,101.0,35.0
090053106023009,115.0,35.0
090053106023010,115.0,35.0
090053106023011,115.0,35.0
090053106023012,115.0,35.0
090053106023013,115.0,35.0
090053106023014,101.0,35.0
090053106023015,115.0,35.0
090053106023016,101.0,35.0
090053106023017,115.0,35.0
090053106023018,101.0,35.0
090053106023019,115.0,35.0
090053106023020,115.0,35.0
090053106023021,115.0,35.0
090053106023022,115.0,35.0
090053106023023,101.0,35.0
090053106023024,115.0,35.0
090053107001000,101.0,35.0
090053107001001,101.0,35.0
090053107001002,101.0,35.0
090053107001003,101.0,35.0
090053107001004,101.0,35.0
090053107001005,101.0,35.0
090053107001006,101.0,35.0
090053107001007,101.0,35.0
090053107001008,101.0,35.0
090053107001009,101.0,35.0
090053107001010,101.0,35.0
090053107001011,101.0,35.0
090053107001012,101.0,35.0
090053107001013,101.0,35.0
090053107001014,101.0,35.0
090053107001015,101.0,35.0
090053107001016,101.0,35.0
090053107001017,101.0,35.0
090053107001018,101.0,35.0
090053107001019,101.0,35.0
090053107001020,101.0,35.0
090053107001021,101.0,35.0
090053107001022,101.0,35.0
090053107001023,101.0,35.0
090053107001024,101.0,35.0
090053107001025,101.0,35.0
090053107001026,101.0,35.0
090053107001027,101.0,35.0
090053107001028,101.0,35.0
090053107001029,101.0,35.0
090053107001030,101.0,35.0
090053107001031,115.0,35.0
090053107001032,101.0,35.0
090053107001033,115.0,35.0
090053107001034,101.0,35.0
090053107001035,101.0,35.0
090053107001036,101.0,35.0
090053107001037,101.0,35.0
090053107001038,101.0,35.0
090053107001039,101.0,35.0
090053107001040,101.0,35.0
090053107001041,101.0,35.0
090053107001042,101.0,35.0
090053107001043,101.0,35.0
090053107001044,101.0,35.0
090053107001045,101.0,35.0
090053107001046,101.0,35.0
090053107001047,101.0,35.0
090053107001048,101.0,35.0
090053107001049,101.0,35.0
090053107001050,101.0,35.0
090053107001051,101.0,35.0
090053107001052,101.0,35.0
090053107001053,101.0,35.0
090053107001054,101.0,35.0
090053107001055,101.0,35.0
090053107001056,101.0,35.0
090053107001057,101.0,35.0
090053107001058,101.0,35.0
090053107001059,101.0,35.0
090053107001060,101.0,35.0
090053107001061,101.0,35.0
090053107001062,101.0,35.0
090053107001063,101.0,35.0
090053107001064,101.0,35.0
090053107001065,101.0,35.0
090053107002000,115.0,35.0
090053107002001,115.0,35.0
090053107002002,115.0,35.0
090053107002003,101.0,35.0
090053107002004,101.0,35.0
090053107002005,115.0,35.0
090053107002006,101.0,35.0
090053107002007,101.0,35.0
090053107002008,101.0,35.0
090053107003000,101.0,35.0
090053107003001,101.0,35.0
090053107003002,101.0,35.0
090053107003003,101.0,35.0
090053107003004,101.0,35.0
090053107003005,101.0,35.0
090053107003006,101.0,35.0
090053107003007,101.0,35.0
090053107003008,101.0,35.0
090053107003009,115.0,35.0
090053107003010,101.0,35.0
090053107003011,115.0,35.0
090053107003012,101.0,35.0
090053107003013,101.0,35.0
090053107003014,115.0,35.0
090053107003015,115.0,35.0
090053107003016,101.0,35.0
090053107003017,115.0,35.0
090053107003018,115.0,35.0
090053107003019,115.0,35.0
090053107003020,115.0,35.0
090053107003021,101.0,35.0
090053107003022,115.0,35.0
090053107003023,101.0,35.0
090053107003024,101.0,35.0
090053107003025,101.0,35.0
090053107003026,115.0,35.0
090053107003027,101.0,35.0
090053107003028,115.0,35.0
090053107003029,101.0,35.0
090053107003030,115.0,35.0
090053107003031,101.0,35.0
090053107003032,115.0,35.0
090053107003033,115.0,35.0
090053107003034,115.0,35.0
090053107003035,101.0,35.0
090053107003036,101.0,35.0
090053107003037,101.0,35.0
090053107003038,115.0,35.0
090053107003039,115.0,35.0
090053107003040,101.0,35.0
090053107003041,115.0,35.0
090053107003042,101.0,35.0
090053107003043,101.0,35.0
090053107003044,115.0,35.0
090053107003045,101.0,35.0
090053107003046,115.0,35.0
090053107003047,115.0,35.0
090053107003048,115.0,35.0
090053107003049,115.0,35.0
090053107003050,115.0,35.0
090053107003051,115.0,35.0
090053107003052,115.0,35.0
090053107003053,101.0,35.0
090053107003054,115.0,35.0
090053107003055,101.0,35.0
090053107003056,101.0,35.0
090053107003057,101.0,35.0
090053107003058,101.0,35.0
090053107003059,101.0,35.0
090053107003060,101.0,35.0
090053107003061,101.0,35.0
090053107003062,101.0,35.0
090053107003063,101.0,35.0
090053107003064,101.0,35.0
090053107003065,101.0,35.0
090053107003066,101.0,35.0
090053107003067,101.0,35.0
090053107003068,101.0,35.0
090053107003069,101.0,35.0
090053107003070,101.0,35.0
090053107003071,115.0,35.0
090053107003072,101.0,35.0
090053107003073,101.0,35.0
090053107003074,115.0,35.0
090053107003075,101.0,35.0
090053107003076,101.0,35.0
090053107003077,101.0,35.0
090053107003078,101.0,35.0
090053107003079,115.0,35.0
090053107003080,101.0,35.0
090053107003081,101.0,35.0
090053107003082,115.0,35.0
090053107003083,115.0,35.0
090053107003084,115.0,35.0
090053107003085,115.0,35.0
090053107003086,101.0,35.0
090053107003087,101.0,35.0
090053107003088,101.0,35.0
090053107003089,101.0,35.0
090053107004000,101.0,35.0
090053107004001,101.0,35.0
090053107004002,101.0,35.0
090053107004003,101.0,35.0
090053107004004,101.0,35.0
090053107004005,101.0,35.0
090053107004006,101.0,35.0
090053107004007,101.0,35.0
090053107004008,101.0,35.0
090053107004009,101.0,35.0
090053107004010,101.0,35.0
090053107004011,101.0,35.0
090053108011000,101.0,35.0
090053108011001,101.0,35.0
090053108011002,101.0,35.0
090053108011003,101.0,35.0
090053108011004,101.0,35.0
090053108011005,101.0,35.0
090053108011006,101.0,35.0
090053108011007,101.0,35.0
090053108011008,101.0,35.0
090053108011009,101.0,35.0
090053108011010,101.0,35.0
090053108011011,101.0,35.0
090053108011012,101.0,35.0
090053108011013,101.0,35.0
090053108011014,101.0,35.0
090053108011015,101.0,35.0
090053108011016,101.0,35.0
090053108011017,101.0,35.0
090053108011018,101.0,35.0
090053108011019,101.0,35.0
090053108011020,101.0,35.0
090053108011021,101.0,35.0
090053108011022,101.0,35.0
090053108011023,101.0,35.0
090053108011024,101.0,35.0
090053108011025,101.0,35.0
090053108011026,101.0,35.0
090053108011027,101.0,35.0
090053108011028,101.0,35.0
090053108012000,101.0,35.0
090053108012001,101.0,35.0
090053108012002,101.0,35.0
090053108012003,101.0,35.0
090053108012004,101.0,35.0
090053108012005,101.0,35.0
090053108012006,101.0,35.0
090053108012007,101.0,35.0
090053108012008,101.0,35.0
090053108012009,101.0,35.0
090053108012010,101.0,35.0
090053108012011,101.0,35.0
090053108012012,101.0,35.0
090053108012013,101.0,35.0
090053108012014,101.0,35.0
090053108012015,101.0,35.0
090053108012016,101.0,35.0
090053108012017,101.0,35.0
090053108012018,101.0,35.0
090053108012019,101.0,35.0
090053108012020,101.0,35.0
090053108012021,101.0,35.0
090053108012022,101.0,35.0
090053108012023,101.0,35.0
090053108012024,101.0,35.0
090053108012025,101.0,35.0
090053108012026,101.0,35.0
090053108012027,101.0,35.0
090053108012028,101.0,35.0
090053108012029,101.0,35.0
090053108012030,101.0,35.0
090053108012031,101.0,35.0
090053108012032,101.0,35.0
090053108012033,101.0,35.0
090053108012034,101.0,35.0
090053108012035,101.0,35.0
090053108012036,101.0,35.0
090053108012037,101.0,35.0
090053108031000,101.0,35.0
090053108031001,101.0,35.0
090053108031002,101.0,35.0
090053108031003,101.0,35.0
090053108031004,101.0,35.0
090053108031005,101.0,35.0
090053108031006,101.0,35.0
090053108031007,101.0,35.0
090053108031008,101.0,35.0
090053108031009,101.0,35.0
090053108031010,101.0,35.0
090053108031011,101.0,35.0
090053108031012,101.0,35.0
090053108031013,101.0,35.0
090053108031014,101.0,35.0
090053108031015,101.0,35.0
090053108031016,101.0,35.0
090053108031017,101.0,35.0
090053108032000,101.0,35.0
090053108032001,101.0,35.0
090053108032002,101.0,35.0
090053108032003,101.0,35.0
090053108032004,101.0,35.0
090053108032005,101.0,35.0
090053108032006,101.0,35.0
090053108032007,101.0,35.0
090053108032008,101.0,35.0
090053108032009,101.0,35.0
090053108032010,101.0,35.0
090053108032011,101.0,35.0
090053108032012,101.0,35.0
090053108032013,101.0,35.0
090053108032014,101.0,35.0
090053108032015,101.0,35.0
090053108032016,101.0,35.0
090053108032017,101.0,35.0
090053108032018,101.0,35.0
090053108032019,101.0,35.0
090053108032020,101.0,35.0
090053108032021,101.0,35.0
090053108032022,101.0,35.0
090053108032023,101.0,35.0
090053108032024,101.0,35.0
090053108032025,101.0,35.0
090053108032026,101.0,35.0
090053108032027,101.0,35.0
090053108032028,101.0,35.0
090053108032029,101.0,35.0
090053108032030,101.0,35.0
090053108032031,101.0,35.0
090053108032032,101.0,35.0
090053108032033,101.0,35.0
090053108032034,101.0,35.0
090053108032035,101.0,35.0
090053108032036,101.0,35.0
090053108032037,101.0,35.0
090053108032038,101.0,35.0
090053108032039,101.0,35.0
090053108032040,101.0,35.0
090053108032041,101.0,35.0
090053108032042,101.0,35.0
090053108033000,115.0,35.0
090053108033001,101.0,35.0
090053108033002,101.0,35.0
090053108033003,101.0,35.0
090053108033004,101.0,35.0
090053108033005,101.0,35.0
090053108033006,101.0,35.0
090053108033007,101.0,35.0
090053108033008,101.0,35.0
090053108033009,101.0,35.0
090053108033010,101.0,35.0
090053108033011,101.0,35.0
090053108033012,101.0,35.0
090053108033013,101.0,35.0
090053108033014,101.0,35.0
090053108033015,101.0,35.0
090053108033016,101.0,35.0
090053108033017,101.0,35.0
090053108033018,101.0,35.0
090053108033019,101.0,35.0
090053108033020,101.0,35.0
090053108041000,101.0,35.0
090053108041001,101.0,35.0
090053108041002,101.0,35.0
090053108041003,101.0,35.0
090053108041004,101.0,35.0
090053108041005,101.0,35.0
090053108041006,101.0,35.0
090053108041007,101.0,35.0
090053108041008,101.0,35.0
090053108041009,101.0,35.0
090053108041010,101.0,35.0
090053108041011,101.0,35.0
090053108041012,101.0,35.0
090053108041013,101.0,35.0
090053108041014,101.0,35.0
090053108041015,101.0,35.0
090053108041016,101.0,35.0
090053108041017,101.0,35.0
090053108041018,101.0,35.0
090053108041019,101.0,35.0
090053108041020,101.0,35.0
090053108041021,101.0,35.0
090053108041022,101.0,35.0
090053108041023,101.0,35.0
090053108041024,101.0,35.0
090053108041025,101.0,35.0
090053108041026,101.0,35.0
090053108041027,101.0,35.0
090053108041028,101.0,35.0
090053108041029,101.0,35.0
090053108041030,101.0,35.0
090053108041031,101.0,35.0
090053108041032,101.0,35.0
090053108041033,101.0,35.0
090053108041034,101.0,35.0
090053108041035,101.0,35.0
090053108041036,101.0,35.0
090053108041037,101.0,35.0
090053108041038,101.0,35.0
090053108041039,101.0,35.0
090053108041040,101.0,35.0
090053108041041,101.0,35.0
090053108041042,101.0,35.0
090053108041043,101.0,35.0
090053108041044,101.0,35.0
090053108041045,101.0,35.0
090053108041046,101.0,35.0
090053201001000,100.0,5.0
090053201001001,115.0,12.0
090053201001002,115.0,12.0
090053201001003,100.0,5.0
090053201001004,115.0,12.0
090053201001005,115.0,12.0
090053201001006,100.0,5.0
090053201001007,100.0,5.0
090053201001008,115.0,12.0
090053201001009,115.0,12.0
090053201001010,100.0,5.0
090053201001011,100.0,5.0
090053201001012,115.0,12.0
090053201001013,100.0,5.0
090053201001014,100.0,5.0
090053201001015,115.0,12.0
090053201001016,115.0,12.0
090053201001017,100.0,5.0
090053201001018,100.0,5.0
090053201001019,115.0,12.0
090053201001020,100.0,5.0
090053201001021,100.0,5.0
090053201001022,100.0,5.0
090053201001023,100.0,5.0
090053201001024,100.0,5.0
090053201001025,100.0,5.0
090053201001026,100.0,5.0
090053201001027,100.0,5.0
090053201001028,100.0,5.0
090053201001029,100.0,5.0
090053201001030,100.0,5.0
090053201001031,100.0,5.0
090053201001032,115.0,12.0
090053201001033,100.0,5.0
090053201001034,100.0,5.0
090053201001035,115.0,12.0
090053201001036,100.0,5.0
090053201001037,115.0,12.0
090053201001038,115.0,12.0
090053201001039,115.0,12.0
090053201001040,115.0,12.0
090053201001041,115.0,12.0
090053201001042,115.0,12.0
090053201001043,100.0,5.0
090053201001044,100.0,5.0
090053201002000,115.0,12.0
090053201002001,100.0,5.0
090053201002002,24.0,3.0
090053201002003,15.0,3.0
090053201002004,100.0,5.0
090053201002005,100.0,5.0
090053201002006,100.0,5.0
090053201002007,100.0,5.0
090053201002008,100.0,5.0
090053201002009,100.0,5.0
090053201002010,100.0,5.0
090053201002011,100.0,5.0
090053201002012,115.0,12.0
090053201002013,100.0,5.0
090053201002014,100.0,5.0
090053201002015,115.0,12.0
090053201002016,100.0,5.0
090053201002017,115.0,12.0
090053201002018,100.0,5.0
090053201002019,115.0,12.0
090053201002020,115.0,12.0
090053201002021,100.0,5.0
090053201002022,100.0,5.0
090053201002023,100.0,5.0
090053201002024,100.0,5.0
090053201002025,115.0,12.0
090053201002026,100.0,5.0
090053201002027,100.0,5.0
090053201002028,100.0,5.0
090053201002029,100.0,5.0
090053201002030,115.0,12.0
090053201002031,115.0,12.0
090053201002032,115.0,12.0
090053201002033,24.0,3.0
090053201002034,100.0,5.0
090053201002035,100.0,5.0
090053201002036,115.0,12.0
090053201002037,100.0,5.0
090053201002038,100.0,5.0
090053201003000,100.0,5.0
090053201003001,115.0,12.0
090053201003002,100.0,5.0
090053201003003,115.0,12.0
090053201003004,100.0,5.0
090053201003005,100.0,5.0
090053201003006,115.0,12.0
090053201003007,100.0,5.0
090053201003008,115.0,12.0
090053201003009,100.0,5.0
090053201003010,115.0,12.0
090053201003011,115.0,12.0
090053201003012,100.0,5.0
090053201003013,100.0,5.0
090053201003014,100.0,5.0
090053201003015,100.0,5.0
090053201003016,100.0,5.0
090053201003017,100.0,5.0
090053201004000,100.0,5.0
090053201004001,100.0,5.0
090053201004002,100.0,5.0
090053201004003,100.0,5.0
090053201004004,115.0,12.0
090053201004005,115.0,12.0
090053201004006,115.0,12.0
090053201004007,100.0,5.0
090053201004008,100.0,5.0
090053201004009,100.0,5.0
090053201004010,100.0,5.0
090053201004011,100.0,5.0
090053201004012,100.0,5.0
090053201004013,100.0,5.0
090053201004014,100.0,5.0
090053201004015,100.0,5.0
090053201004016,100.0,5.0
090053201004017,100.0,5.0
090053201004018,100.0,5.0
090053201004019,100.0,5.0
090053201004020,100.0,5.0
090053201004021,100.0,5.0
090053201004022,100.0,5.0
090053201004023,100.0,5.0
090053201004024,100.0,5.0
090053202001000,100.0,5.0
090053202001001,100.0,5.0
090053202001002,115.0,12.0
090053202001003,100.0,5.0
090053202001004,100.0,5.0
090053202001005,100.0,5.0
090053202001006,100.0,5.0
090053202001007,100.0,5.0
090053202001008,100.0,5.0
090053202001009,100.0,5.0
090053202001010,100.0,5.0
090053202001011,100.0,5.0
090053202001012,100.0,5.0
090053202001013,115.0,12.0
090053202001014,100.0,5.0
090053202001015,100.0,5.0
090053202001016,100.0,5.0
090053202001017,100.0,5.0
090053202001018,100.0,5.0
090053202001019,100.0,5.0
090053202001020,100.0,5.0
090053202001021,100.0,5.0
090053202001022,100.0,5.0
090053202001023,100.0,5.0
090053202001024,100.0,5.0
090053202001025,100.0,5.0
090053202001026,100.0,5.0
090053202001027,115.0,12.0
090053202001028,100.0,5.0
090053202001029,100.0,5.0
090053202001030,100.0,5.0
090053202001031,100.0,5.0
090053202001032,100.0,5.0
090053202001033,115.0,12.0
090053202001034,100.0,5.0
090053202001035,115.0,12.0
090053202001036,100.0,5.0
090053202001037,100.0,5.0
090053202001038,115.0,35.0
090053202001039,100.0,5.0
090053202001040,100.0,5.0
090053202001041,100.0,5.0
090053202001042,100.0,5.0
090053202001043,101.0,35.0
090053202001044,101.0,35.0
090053202001045,100.0,5.0
090053202001046,101.0,35.0
090053202001047,100.0,5.0
090053202001048,100.0,5.0
090053202002000,100.0,5.0
090053202002001,100.0,5.0
090053202002002,100.0,5.0
090053202002003,100.0,5.0
090053202002004,115.0,12.0
090053202002005,100.0,5.0
090053202002006,100.0,5.0
090053202002007,115.0,12.0
090053202002008,100.0,5.0
090053202002009,100.0,5.0
090053202002010,100.0,5.0
090053202002011,100.0,5.0
090053202002012,100.0,5.0
090053202002013,100.0,5.0
090053202002014,100.0,5.0
090053202002015,100.0,5.0
090053202002016,100.0,5.0
090053202002017,100.0,5.0
090053202002018,100.0,5.0
090053202002019,100.0,5.0
090053202002020,100.0,5.0
090053202002021,100.0,5.0
090053202002022,100.0,5.0
090053202002023,100.0,5.0
090053202002024,100.0,5.0
090053202002025,15.0,3.0
090053202002026,24.0,3.0
090053202002027,100.0,5.0
090053202002028,100.0,5.0
090053202002029,100.0,5.0
090053202002030,100.0,5.0
090053202002031,100.0,5.0
090053202002032,100.0,5.0
090053202002033,100.0,5.0
090053202003000,100.0,5.0
090053202003001,100.0,5.0
090053202003002,100.0,5.0
090053202003003,100.0,5.0
090053202003004,100.0,5.0
090053202003005,100.0,5.0
090053202003006,115.0,12.0
090053202003007,115.0,12.0
090053202003008,115.0,12.0
090053202003009,115.0,12.0
090053202003010,115.0,12.0
090053202003011,115.0,12.0
090053202003012,115.0,12.0
090053202003013,115.0,12.0
090053202003014,115.0,12.0
090053202003015,115.0,12.0
090053202003016,115.0,12.0
090053202003017,115.0,12.0
090053202003018,115.0,12.0
090053202003019,100.0,5.0
090053202003020,100.0,5.0
090053202003021,100.0,5.0
090053202003022,100.0,5.0
090053202003023,100.0,5.0
090053202003024,100.0,5.0
090053202003025,100.0,5.0
090053202003026,100.0,5.0
090053202003027,100.0,5.0
090053202003028,100.0,5.0
090053202003029,100.0,5.0
090053202003030,100.0,5.0
090053202003031,100.0,5.0
090053202003032,100.0,5.0
090053202003033,100.0,5.0
090053202003034,100.0,5.0
090053202003035,100.0,5.0
090053202003036,100.0,5.0
090053202003037,100.0,5.0
090053202003038,100.0,5.0
090053202003039,100.0,5.0
090053202003040,115.0,12.0
090053202003041,115.0,12.0
090053202004000,115.0,12.0
090053202004001,100.0,5.0
090053202004002,100.0,5.0
090053202004003,100.0,5.0
090053202004004,100.0,5.0
090053202004005,100.0,5.0
090053202004006,100.0,5.0
090053202004007,100.0,5.0
090053202004008,100.0,5.0
090053202004009,100.0,5.0
090053202004010,100.0,5.0
090053202004011,100.0,5.0
090053202004012,100.0,5.0
090053202004013,100.0,5.0
090053202004014,100.0,5.0
090053202004015,100.0,5.0
090053202004016,100.0,5.0
090053202004017,100.0,5.0
090053202004018,100.0,5.0
090053202004019,100.0,5.0
090053202004020,100.0,5.0
090053202004021,100.0,5.0
090053202004022,100.0,5.0
090053202004023,100.0,5.0
090053202004024,100.0,5.0
090053202004025,100.0,5.0
090053202004026,115.0,12.0
090053202004027,100.0,5.0
090053202004028,100.0,5.0
090053202004029,15.0,3.0
090053202004030,115.0,12.0
090053202004031,100.0,5.0
090053202004032,100.0,5.0
090053202004033,100.0,5.0
090053202004034,100.0,5.0
090053202004035,100.0,5.0
090053202004036,100.0,5.0
090053202004037,100.0,5.0
090053202004038,100.0,5.0
090053202004039,100.0,5.0
090053202004040,100.0,5.0
090053202004041,115.0,12.0
090053202004042,100.0,5.0
090053202004043,100.0,5.0
090053202004044,115.0,12.0
090053421001000,100.0,5.0
090053421001001,100.0,5.0
090053421001002,100.0,5.0
090053421001003,100.0,5.0
090053421001004,100.0,5.0
090053421001005,100.0,5.0
090053421001006,100.0,5.0
090053421001007,100.0,5.0
090053421001008,100.0,5.0
090053421001009,100.0,5.0
090053421001010,15.0,3.0
090053421001011,100.0,5.0
090053421001012,101.0,35.0
090053421001013,101.0,35.0
090053421001014,101.0,35.0
090053421001015,101.0,35.0
090053421001016,101.0,35.0
090053421001017,100.0,5.0
090053421001018,100.0,5.0
090053421001019,100.0,5.0
090053421001020,100.0,5.0
090053421001021,100.0,5.0
090053421001022,100.0,5.0
090053421001023,100.0,5.0
090053421001024,100.0,5.0
090053421001025,100.0,5.0
090053421001026,100.0,5.0
090053421001027,100.0,5.0
090053421001028,100.0,5.0
090053421001029,100.0,5.0
090053421001030,100.0,5.0
090053421001031,100.0,5.0
090053421001032,100.0,5.0
090053421001033,100.0,5.0
090053421001034,100.0,5.0
090053421001035,100.0,5.0
090053421001036,100.0,5.0
090053421002000,100.0,5.0
090053421002001,100.0,5.0
090053421002002,100.0,5.0
090053421002003,100.0,5.0
090053421002004,100.0,5.0
090053421002005,100.0,5.0
090053421002006,100.0,5.0
090053421002007,100.0,5.0
090053421002008,100.0,5.0
090053421002009,100.0,5.0
090053421002010,100.0,5.0
090053421002011,100.0,5.0
090053421002012,100.0,5.0
090053421002013,100.0,5.0
090053421002014,100.0,5.0
090053421002015,100.0,5.0
090053421002016,100.0,5.0
090053421002017,100.0,5.0
090053421002018,100.0,5.0
090053421002019,100.0,5.0
090053421002020,100.0,5.0
090053421002021,100.0,5.0
090053421002022,100.0,5.0
090053421002023,100.0,5.0
090053421002024,100.0,5.0
090053421002025,100.0,5.0
090053421002026,100.0,5.0
090053421002027,100.0,5.0
090053421002028,100.0,5.0
090053421002029,100.0,5.0
090053421002030,100.0,5.0
090053421002031,100.0,5.0
090053421002032,100.0,5.0
090053421002033,100.0,5.0
090053421002034,100.0,5.0
090053421002035,100.0,5.0
090053421002036,100.0,5.0
090053421002037,100.0,5.0
090053421002038,100.0,5.0
090053421003000,101.0,35.0
090053421003001,101.0,35.0
090053421003002,101.0,35.0
090053421003003,100.0,5.0
090053421003004,100.0,5.0
090053421003005,100.0,5.0
090053421003006,100.0,5.0
090053421003007,100.0,5.0
090053421003008,100.0,5.0
090053421003009,100.0,5.0
090053421003010,100.0,5.0
090053421003011,101.0,35.0
090053421003012,101.0,35.0
090053421003013,100.0,5.0
090053421003014,100.0,5.0
090053421003015,100.0,5.0
090053421003016,100.0,5.0
090053421003017,100.0,5.0
090053421003018,100.0,5.0
090053421003019,100.0,5.0
090053421003020,100.0,5.0
090053421003021,100.0,5.0
090053421003022,100.0,5.0
090053421003023,100.0,5.0
090053421003024,100.0,5.0
090053421003025,101.0,35.0
090053421003026,100.0,5.0
090053421003027,100.0,5.0
090053421003028,100.0,5.0
090053421003029,100.0,5.0
090053421003030,100.0,5.0
090053421003031,100.0,5.0
090053421003032,100.0,5.0
090053421003033,100.0,5.0
090053421003034,100.0,5.0
090053421003035,101.0,35.0
090053421003036,101.0,35.0
090053421003037,115.0,35.0
090053421003038,100.0,5.0
090053421003039,100.0,5.0
090053421003040,100.0,5.0
090053421003041,100.0,5.0
090053421003042,100.0,5.0
090053421003043,100.0,5.0
090053491001000,101.0,35.0
090053491001001,101.0,35.0
090053491001002,101.0,35.0
090053491001003,115.0,35.0
090053491001004,101.0,35.0
090053491001005,115.0,35.0
090053491001006,101.0,35.0
090053491001007,101.0,35.0
090053491001008,101.0,35.0
090053491001009,101.0,35.0
090053491001010,101.0,35.0
090053491001011,115.0,35.0
090053491001012,101.0,35.0
090053491001013,101.0,35.0
090053491001014,101.0,35.0
090053491001015,101.0,35.0
090053491001016,101.0,35.0
090053491001017,101.0,35.0
090053491001018,101.0,35.0
090053491001019,101.0,35.0
090053491001020,101.0,35.0
090053491001021,101.0,35.0
090053491001022,101.0,35.0
090053491001023,101.0,35.0
090053491002000,101.0,35.0
090053491002001,101.0,35.0
090053491002002,101.0,35.0
090053491002003,101.0,35.0
090053491002004,101.0,35.0
090053491002005,115.0,35.0
090053491002006,101.0,35.0
090053491002007,101.0,35.0
090053491002008,101.0,35.0
090053491002009,101.0,35.0
090053491002010,101.0,35.0
090053491002011,101.0,35.0
090053491002012,101.0,35.0
090053491002013,115.0,35.0
090053491002014,115.0,35.0
090053491002015,101.0,35.0
090053491002016,115.0,35.0
090053491002017,115.0,35.0
090053491002018,101.0,35.0
090053491002019,115.0,35.0
090053491002020,101.0,35.0
090053491002021,101.0,35.0
090053491002022,115.0,35.0
090053491002023,115.0,35.0
090053491002024,115.0,35.0
090053491002025,101.0,35.0
090053491002026,101.0,35.0
090053491002027,101.0,35.0
090053491002028,101.0,35.0
090053491002029,101.0,35.0
090053491002030,115.0,35.0
090053491002031,101.0,35.0
090053491002032,115.0,35.0
090053491002033,101.0,35.0
090053491002034,115.0,35.0
090053491002035,101.0,35.0
090053491002036,150.0,35.0
090053491002037,115.0,35.0
090053491002038,115.0,35.0
090053491002039,115.0,35.0
090053491003000,150.0,12.0
090053491003001,150.0,12.0
090053491003002,150.0,12.0
090053491003003,15.0,3.0
090053491003004,150.0,35.0
090053491003005,15.0,3.0
090053491003006,24.0,3.0
090053491003007,101.0,35.0
090053491003008,150.0,35.0
090053491003009,115.0,35.0
090053491003010,101.0,35.0
090053491003011,101.0,35.0
090053491003012,101.0,35.0
090053491003013,115.0,35.0
090053491003014,101.0,35.0
090053491003015,101.0,35.0
090053491003016,115.0,35.0
090053491003017,115.0,35.0
090053491003018,101.0,35.0
090053491003019,101.0,35.0
090053491003020,115.0,35.0
090053491003021,115.0,35.0
090053491003022,101.0,35.0
090053491003023,115.0,35.0
090053491003024,115.0,35.0
090053491003025,150.0,35.0
090053492001000,101.0,35.0
090053492001001,115.0,35.0
090053492001002,101.0,35.0
090053492001003,101.0,35.0
090053492001004,101.0,35.0
090053492001005,101.0,35.0
090053492001006,101.0,35.0
090053492001007,101.0,35.0
090053492001008,115.0,35.0
090053492001009,101.0,35.0
090053492001010,101.0,35.0
090053492001011,101.0,35.0
090053492001012,101.0,35.0
090053492001013,101.0,35.0
090053492001014,101.0,35.0
090053492001015,101.0,35.0
090053492001016,101.0,35.0
090053492001017,101.0,35.0
090053492001018,101.0,35.0
090053492001019,101.0,35.0
090053492001020,115.0,35.0
090053492001021,115.0,35.0
090053492001022,150.0,35.0
090053492001023,150.0,35.0
090053492001024,115.0,35.0
090053492001025,101.0,35.0
090053492001026,115.0,35.0
090053492001027,115.0,35.0
090053492001028,101.0,35.0
090053492001029,101.0,35.0
090053492001030,101.0,35.0
090053492001031,101.0,35.0
090053492001032,101.0,35.0
090053492001033,101.0,35.0
090053492001034,101.0,35.0
090053492001035,101.0,35.0
090053492001036,101.0,35.0
090053492001037,101.0,35.0
090053492001038,101.0,35.0
090053492001039,101.0,35.0
090053492001040,15.0,3.0
